WorkClass,Education,MaritalStatus,Occupation,Salary,LessThen_50
Private,Some-college,Never-married,Exec-managerial,<=50K,1
Private,Bachelors,Married-civ-spouse,Handlers-cleaners,<=50K,1
Private,Some-college,Never-married,Other-service,<=50K,1
Private,Some-college,Never-married,Sales,<=50K,1
Private,HS-grad,Married-civ-spouse,Other-service,>50K,0
Local-gov,HS-grad,Married-civ-spouse,Craft-repair,>50K,0
Private,Some-college,Never-married,Prof-specialty,<=50K,1
Private,HS-grad,Never-married,Craft-repair,<=50K,1
Local-gov,Bachelors,Never-married,Prof-specialty,<=50K,1
Private,HS-grad,Never-married,Tech-support,<=50K,1
?,HS-grad,Separated,?,<=50K,1
Private,Some-college,Divorced,Exec-managerial,<=50K,1
Private,Bachelors,Widowed,Sales,<=50K,1
Private,HS-grad,Married-civ-spouse,Craft-repair,<=50K,1
Private,Masters,Married-civ-spouse,Exec-managerial,>50K,0
Private,Some-college,Never-married,Machine-op-inspct,<=50K,1
State-gov,Doctorate,Married-civ-spouse,Tech-support,<=50K,1
Private,Assoc-voc,Never-married,Transport-moving,<=50K,1
Local-gov,Masters,Married-civ-spouse,Prof-specialty,>50K,0
Local-gov,Masters,Widowed,Prof-specialty,<=50K,1
Private,Masters,Never-married,Prof-specialty,<=50K,1
?,HS-grad,Married-civ-spouse,?,<=50K,1
Private,Masters,Never-married,Prof-specialty,<=50K,1
Private,HS-grad,Married-civ-spouse,Transport-moving,>50K,0
Private,Some-college,Separated,Exec-managerial,<=50K,1
Private,Bachelors,Never-married,Sales,<=50K,1
Private,Bachelors,Never-married,Sales,<=50K,1
Self-emp-not-inc,7th-8th,Never-married,Craft-repair,<=50K,1
State-gov,Bachelors,Never-married,Prof-specialty,>50K,0
Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,>50K,0
?,Bachelors,Divorced,?,<=50K,1
Private,HS-grad,Never-married,Other-service,<=50K,1
Private,Some-college,Divorced,Adm-clerical,<=50K,1
Private,HS-grad,Never-married,Sales,<=50K,1
Self-emp-inc,HS-grad,Married-civ-spouse,Sales,>50K,0
Private,HS-grad,Never-married,Adm-clerical,<=50K,1
Private,Assoc-voc,Never-married,Farming-fishing,<=50K,1
Private,Some-college,Married-civ-spouse,Craft-repair,>50K,0
Private,Masters,Married-civ-spouse,Prof-specialty,>50K,0
Private,HS-grad,Never-married,Other-service,<=50K,1
Private,Some-college,Married-civ-spouse,Exec-managerial,<=50K,1
Private,Bachelors,Never-married,Sales,<=50K,1
Private,HS-grad,Never-married,Machine-op-inspct,<=50K,1
Private,Some-college,Married-civ-spouse,Adm-clerical,<=50K,1
State-gov,HS-grad,Married-civ-spouse,Transport-moving,<=50K,1
Private,Bachelors,Married-civ-spouse,Prof-specialty,>50K,0
Private,Bachelors,Never-married,Adm-clerical,<=50K,1
Private,HS-grad,Married-civ-spouse,Handlers-cleaners,<=50K,1
?,Bachelors,Married-civ-spouse,?,<=50K,1
Private,Assoc-acdm,Married-civ-spouse,Adm-clerical,<=50K,1
Local-gov,Some-college,Married-civ-spouse,Machine-op-inspct,<=50K,1
Private,5th-6th,Married-civ-spouse,Transport-moving,>50K,0
Private,Some-college,Married-civ-spouse,Exec-managerial,<=50K,1
Private,12th,Never-married,Handlers-cleaners,<=50K,1
Private,Assoc-voc,Married-civ-spouse,Craft-repair,<=50K,1
Private,Some-college,Never-married,Craft-repair,<=50K,1
Private,10th,Married-civ-spouse,Craft-repair,<=50K,1
Private,Prof-school,Never-married,Tech-support,<=50K,1
Local-gov,HS-grad,Divorced,Exec-managerial,<=50K,1
Private,HS-grad,Divorced,Tech-support,>50K,0
Private,11th,Married-civ-spouse,Craft-repair,<=50K,1
Private,HS-grad,Divorced,Sales,<=50K,1
Private,HS-grad,Never-married,Handlers-cleaners,<=50K,1
?,HS-grad,Never-married,?,<=50K,1
Private,Bachelors,Never-married,Other-service,<=50K,1
Private,Assoc-voc,Divorced,Sales,<=50K,1
Private,HS-grad,Married-civ-spouse,Sales,>50K,0
Private,HS-grad,Married-civ-spouse,Adm-clerical,<=50K,1
Private,Assoc-acdm,Divorced,Adm-clerical,<=50K,1
Private,HS-grad,Never-married,Other-service,<=50K,1
Private,Some-college,Married-civ-spouse,Craft-repair,<=50K,1
Private,HS-grad,Married-civ-spouse,Craft-repair,<=50K,1
Private,HS-grad,Divorced,Machine-op-inspct,<=50K,1
Private,Some-college,Married-civ-spouse,Exec-managerial,>50K,0
Private,Some-college,Married-civ-spouse,Sales,<=50K,1
State-gov,HS-grad,Married-civ-spouse,Other-service,>50K,0
Private,Some-college,Married-civ-spouse,Exec-managerial,<=50K,1
Private,HS-grad,Never-married,Adm-clerical,<=50K,1
Self-emp-inc,HS-grad,Married-civ-spouse,Farming-fishing,<=50K,1
Private,HS-grad,Never-married,Craft-repair,<=50K,1
State-gov,HS-grad,Never-married,Adm-clerical,<=50K,1
Private,HS-grad,Married-civ-spouse,Craft-repair,<=50K,1
?,Some-college,Never-married,?,<=50K,1
Private,Masters,Never-married,Prof-specialty,<=50K,1
Private,11th,Married-civ-spouse,Craft-repair,<=50K,1
Private,Some-college,Never-married,Other-service,<=50K,1
Federal-gov,Bachelors,Married-civ-spouse,Prof-specialty,<=50K,1
State-gov,Some-college,Never-married,Tech-support,<=50K,1
Private,HS-grad,Never-married,Craft-repair,<=50K,1
?,Some-college,Married-civ-spouse,?,<=50K,1
State-gov,HS-grad,Married-civ-spouse,Other-service,<=50K,1
Self-emp-not-inc,HS-grad,Divorced,Craft-repair,<=50K,1
Private,Some-college,Never-married,Sales,<=50K,1
State-gov,Some-college,Never-married,Adm-clerical,<=50K,1
State-gov,Some-college,Married-civ-spouse,Other-service,<=50K,1
Private,10th,Never-married,Other-service,<=50K,1
Private,Some-college,Never-married,Adm-clerical,<=50K,1
?,7th-8th,Married-civ-spouse,?,<=50K,1
Local-gov,Some-college,Divorced,Tech-support,<=50K,1
Private,HS-grad,Divorced,Exec-managerial,>50K,0
Private,Bachelors,Never-married,Sales,<=50K,1
Private,HS-grad,Divorced,Other-service,<=50K,1
Private,HS-grad,Married-civ-spouse,Sales,<=50K,1
Private,HS-grad,Divorced,Exec-managerial,<=50K,1
Private,Some-college,Never-married,Exec-managerial,<=50K,1
Private,Assoc-voc,Divorced,Exec-managerial,<=50K,1
Private,10th,Never-married,Handlers-cleaners,<=50K,1
State-gov,Some-college,Never-married,Other-service,<=50K,1
Private,Some-college,Divorced,Craft-repair,>50K,0
Self-emp-not-inc,Some-college,Married-civ-spouse,Sales,<=50K,1
Private,Assoc-voc,Never-married,Adm-clerical,<=50K,1
Private,Bachelors,Married-civ-spouse,Sales,>50K,0
Private,11th,Married-civ-spouse,Sales,<=50K,1
Private,7th-8th,Divorced,Farming-fishing,<=50K,1
Private,HS-grad,Separated,Craft-repair,<=50K,1
Private,HS-grad,Married-civ-spouse,Craft-repair,<=50K,1
Self-emp-not-inc,Masters,Married-civ-spouse,Prof-specialty,>50K,0
Local-gov,Some-college,Married-civ-spouse,Protective-serv,>50K,0
?,Masters,Married-civ-spouse,?,<=50K,1
Self-emp-not-inc,Assoc-acdm,Divorced,Exec-managerial,<=50K,1
Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,>50K,0
Federal-gov,Some-college,Divorced,Adm-clerical,<=50K,1
Private,Some-college,Never-married,Prof-specialty,<=50K,1
Private,HS-grad,Married-civ-spouse,Craft-repair,<=50K,1
Private,Some-college,Never-married,Sales,<=50K,1
Private,Assoc-voc,Married-civ-spouse,Tech-support,>50K,0
Private,HS-grad,Never-married,Machine-op-inspct,<=50K,1
Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,<=50K,1
Self-emp-not-inc,Bachelors,Married-civ-spouse,Tech-support,>50K,0
Private,Masters,Never-married,Prof-specialty,>50K,0
Federal-gov,Bachelors,Married-civ-spouse,Adm-clerical,>50K,0
Private,Bachelors,Never-married,Exec-managerial,<=50K,1
Federal-gov,Some-college,Divorced,Adm-clerical,<=50K,1
Private,9th,Married-civ-spouse,Sales,>50K,0
Private,Bachelors,Married-civ-spouse,Sales,>50K,0
Private,HS-grad,Married-civ-spouse,Craft-repair,<=50K,1
Private,Some-college,Never-married,Craft-repair,<=50K,1
Private,HS-grad,Married-civ-spouse,Machine-op-inspct,<=50K,1
Local-gov,HS-grad,Married-civ-spouse,Craft-repair,<=50K,1
Private,Some-college,Never-married,Adm-clerical,<=50K,1
Private,HS-grad,Married-civ-spouse,Exec-managerial,>50K,0
Private,Masters,Married-civ-spouse,Tech-support,>50K,0
Private,Assoc-voc,Separated,Prof-specialty,<=50K,1
Private,Assoc-voc,Divorced,Other-service,<=50K,1
Local-gov,HS-grad,Married-civ-spouse,Protective-serv,>50K,0
Private,Assoc-acdm,Divorced,Exec-managerial,<=50K,1
Private,HS-grad,Married-civ-spouse,Handlers-cleaners,>50K,0
Private,Bachelors,Never-married,Other-service,<=50K,1
Private,Some-college,Divorced,Prof-specialty,<=50K,1
Private,Bachelors,Divorced,Adm-clerical,<=50K,1
Private,HS-grad,Married-civ-spouse,Transport-moving,<=50K,1
State-gov,Some-college,Never-married,Other-service,<=50K,1
Private,HS-grad,Married-civ-spouse,Exec-managerial,>50K,0
?,Some-college,Never-married,?,<=50K,1
Private,HS-grad,Divorced,Transport-moving,<=50K,1
Private,Preschool,Never-married,Other-service,<=50K,1
Private,Some-college,Never-married,Adm-clerical,<=50K,1
Private,Bachelors,Married-spouse-absent,Prof-specialty,>50K,0
State-gov,HS-grad,Married-civ-spouse,Protective-serv,<=50K,1
Private,Bachelors,Separated,Exec-managerial,>50K,0
Private,Assoc-voc,Never-married,Other-service,<=50K,1
?,10th,Never-married,?,<=50K,1
Private,Bachelors,Married-civ-spouse,Exec-managerial,>50K,0
Self-emp-inc,Masters,Married-civ-spouse,Adm-clerical,<=50K,1
Private,Some-college,Never-married,Sales,<=50K,1
Private,HS-grad,Divorced,Adm-clerical,<=50K,1
Private,Some-college,Never-married,Machine-op-inspct,<=50K,1
Private,HS-grad,Separated,Adm-clerical,<=50K,1
Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,<=50K,1
Private,Bachelors,Married-civ-spouse,Adm-clerical,>50K,0
Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,<=50K,1
Private,9th,Married-civ-spouse,Machine-op-inspct,<=50K,1
Local-gov,Some-college,Never-married,Other-service,<=50K,1
Private,12th,Never-married,Sales,<=50K,1
Private,HS-grad,Married-civ-spouse,Craft-repair,<=50K,1
Private,Some-college,Married-civ-spouse,Exec-managerial,<=50K,1
Private,Some-college,Married-spouse-absent,Adm-clerical,<=50K,1
State-gov,Bachelors,Married-civ-spouse,Prof-specialty,>50K,0
Private,HS-grad,Married-spouse-absent,Other-service,<=50K,1
Private,Bachelors,Never-married,Sales,<=50K,1
Private,11th,Never-married,Handlers-cleaners,<=50K,1
Private,Some-college,Married-civ-spouse,Exec-managerial,>50K,0
Private,Bachelors,Married-civ-spouse,Adm-clerical,>50K,0
Private,Bachelors,Divorced,Handlers-cleaners,<=50K,1
Private,HS-grad,Married-civ-spouse,Sales,<=50K,1
Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,>50K,0
Private,Some-college,Married-civ-spouse,Transport-moving,<=50K,1
Private,HS-grad,Separated,Adm-clerical,<=50K,1
Private,7th-8th,Divorced,Machine-op-inspct,<=50K,1
Private,HS-grad,Married-civ-spouse,Machine-op-inspct,<=50K,1
Private,HS-grad,Never-married,Adm-clerical,<=50K,1
Local-gov,10th,Never-married,Protective-serv,<=50K,1
Private,HS-grad,Married-civ-spouse,Craft-repair,>50K,0
Private,Some-college,Divorced,Adm-clerical,<=50K,1
Self-emp-inc,Bachelors,Married-civ-spouse,Craft-repair,<=50K,1
Private,Some-college,Divorced,Protective-serv,<=50K,1
Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,>50K,0
Private,HS-grad,Never-married,Machine-op-inspct,<=50K,1
State-gov,Bachelors,Married-civ-spouse,Exec-managerial,>50K,0
Private,HS-grad,Never-married,Adm-clerical,<=50K,1
Local-gov,HS-grad,Divorced,Adm-clerical,<=50K,1
Private,10th,Separated,Handlers-cleaners,<=50K,1
Private,Masters,Married-civ-spouse,Prof-specialty,>50K,0
Without-pay,HS-grad,Never-married,Farming-fishing,<=50K,1
Private,Some-college,Divorced,Craft-repair,<=50K,1
Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,<=50K,1
Private,HS-grad,Divorced,Adm-clerical,<=50K,1
Private,Some-college,Married-civ-spouse,Craft-repair,<=50K,1
Private,Bachelors,Never-married,Prof-specialty,<=50K,1
Private,HS-grad,Never-married,Sales,<=50K,1
Private,Some-college,Divorced,Protective-serv,<=50K,1
Private,HS-grad,Married-civ-spouse,Sales,>50K,0
Local-gov,Masters,Never-married,Prof-specialty,<=50K,1
?,Prof-school,Never-married,?,>50K,0
Private,HS-grad,Married-civ-spouse,Farming-fishing,<=50K,1
State-gov,Masters,Married-civ-spouse,Exec-managerial,>50K,0
Private,Bachelors,Married-civ-spouse,Prof-specialty,>50K,0
Private,11th,Never-married,Handlers-cleaners,<=50K,1
Private,HS-grad,Married-civ-spouse,Craft-repair,<=50K,1
Private,Some-college,Divorced,Tech-support,<=50K,1
Private,Bachelors,Never-married,Adm-clerical,<=50K,1
Private,Some-college,Never-married,Tech-support,<=50K,1
Private,11th,Divorced,Handlers-cleaners,<=50K,1
Private,Bachelors,Never-married,Exec-managerial,<=50K,1
Self-emp-not-inc,Assoc-acdm,Married-civ-spouse,Sales,<=50K,1
Private,HS-grad,Divorced,Other-service,<=50K,1
Private,HS-grad,Married-civ-spouse,Craft-repair,<=50K,1
Private,HS-grad,Never-married,Machine-op-inspct,<=50K,1
Private,HS-grad,Married-civ-spouse,Farming-fishing,<=50K,1
Private,Some-college,Never-married,Adm-clerical,<=50K,1
Private,Assoc-acdm,Married-civ-spouse,Adm-clerical,<=50K,1
Private,12th,Never-married,Sales,<=50K,1
Private,Bachelors,Never-married,Exec-managerial,<=50K,1
Private,HS-grad,Married-civ-spouse,Handlers-cleaners,<=50K,1
Private,Some-college,Married-civ-spouse,Adm-clerical,>50K,0
Local-gov,Bachelors,Divorced,Adm-clerical,<=50K,1
Self-emp-not-inc,Some-college,Married-civ-spouse,Exec-managerial,<=50K,1
Private,Some-college,Never-married,Sales,<=50K,1
Private,HS-grad,Never-married,Adm-clerical,<=50K,1
Private,HS-grad,Married-civ-spouse,Machine-op-inspct,>50K,0
Local-gov,Masters,Married-civ-spouse,Exec-managerial,>50K,0
Private,12th,Never-married,Other-service,<=50K,1
?,HS-grad,Married-civ-spouse,?,>50K,0
Private,HS-grad,Never-married,Adm-clerical,<=50K,1
Private,Some-college,Never-married,Prof-specialty,<=50K,1
Private,Prof-school,Married-civ-spouse,Prof-specialty,>50K,0
Private,10th,Never-married,Sales,<=50K,1
Private,HS-grad,Widowed,Adm-clerical,<=50K,1
Local-gov,Masters,Never-married,Prof-specialty,<=50K,1
Private,HS-grad,Divorced,Transport-moving,<=50K,1
Private,HS-grad,Never-married,Machine-op-inspct,<=50K,1
Private,12th,Never-married,Farming-fishing,<=50K,1
Private,Some-college,Never-married,Sales,<=50K,1
Private,Doctorate,Married-civ-spouse,Prof-specialty,<=50K,1
Private,Some-college,Married-civ-spouse,Craft-repair,>50K,0
Private,HS-grad,Never-married,Farming-fishing,<=50K,1
Private,HS-grad,Divorced,Other-service,<=50K,1
Private,Bachelors,Married-civ-spouse,Prof-specialty,<=50K,1
Private,HS-grad,Never-married,Handlers-cleaners,<=50K,1
Self-emp-not-inc,Some-college,Married-civ-spouse,Farming-fishing,<=50K,1
Private,Bachelors,Married-civ-spouse,Adm-clerical,>50K,0
Federal-gov,Masters,Widowed,Prof-specialty,<=50K,1
Private,HS-grad,Divorced,Other-service,<=50K,1
Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,>50K,0
Private,Some-college,Divorced,Exec-managerial,>50K,0
Self-emp-not-inc,HS-grad,Married-civ-spouse,Transport-moving,<=50K,1
Private,Some-college,Divorced,Adm-clerical,<=50K,1
Self-emp-inc,Some-college,Married-civ-spouse,Farming-fishing,>50K,0
State-gov,Doctorate,Married-civ-spouse,Prof-specialty,>50K,0
?,Some-college,Never-married,?,<=50K,1
Federal-gov,HS-grad,Married-civ-spouse,Tech-support,>50K,0
Private,Some-college,Separated,Adm-clerical,<=50K,1
Self-emp-inc,Doctorate,Married-civ-spouse,Prof-specialty,>50K,0
Private,Some-college,Married-civ-spouse,Exec-managerial,>50K,0
Private,Bachelors,Married-civ-spouse,Sales,<=50K,1
Private,Some-college,Never-married,Exec-managerial,<=50K,1
Federal-gov,Some-college,Married-civ-spouse,Exec-managerial,>50K,0
Self-emp-not-inc,Masters,Never-married,Exec-managerial,>50K,0
Local-gov,HS-grad,Divorced,Tech-support,<=50K,1
Private,HS-grad,Widowed,Exec-managerial,<=50K,1
Private,HS-grad,Never-married,Handlers-cleaners,<=50K,1
Self-emp-not-inc,Bachelors,Married-civ-spouse,Farming-fishing,>50K,0
Private,Masters,Never-married,Prof-specialty,<=50K,1
Self-emp-not-inc,Masters,Divorced,Sales,<=50K,1
Private,Bachelors,Never-married,Prof-specialty,<=50K,1
Private,HS-grad,Never-married,Other-service,<=50K,1
Private,11th,Never-married,Priv-house-serv,<=50K,1
Local-gov,Some-college,Separated,Adm-clerical,<=50K,1
Private,1st-4th,Never-married,Priv-house-serv,<=50K,1
State-gov,Assoc-voc,Married-civ-spouse,Protective-serv,>50K,0
Private,HS-grad,Never-married,Other-service,<=50K,1
Private,HS-grad,Never-married,Handlers-cleaners,<=50K,1
Private,Assoc-acdm,Never-married,Adm-clerical,<=50K,1
Private,Some-college,Divorced,Adm-clerical,<=50K,1
Private,Some-college,Married-civ-spouse,Craft-repair,>50K,0
Self-emp-not-inc,Bachelors,Widowed,Exec-managerial,<=50K,1
Private,Some-college,Never-married,Handlers-cleaners,<=50K,1
State-gov,Some-college,Married-civ-spouse,Prof-specialty,>50K,0
Private,HS-grad,Separated,Sales,<=50K,1
Private,HS-grad,Never-married,Other-service,<=50K,1
Self-emp-not-inc,11th,Never-married,Farming-fishing,<=50K,1
Self-emp-not-inc,10th,Married-civ-spouse,Farming-fishing,<=50K,1
Local-gov,HS-grad,Never-married,Farming-fishing,<=50K,1
Private,Some-college,Married-civ-spouse,Sales,<=50K,1
Local-gov,HS-grad,Married-civ-spouse,Transport-moving,<=50K,1
Private,Prof-school,Married-civ-spouse,Prof-specialty,>50K,0
Private,HS-grad,Married-spouse-absent,Handlers-cleaners,<=50K,1
Private,HS-grad,Married-civ-spouse,Transport-moving,<=50K,1
Local-gov,Masters,Never-married,Prof-specialty,<=50K,1
Private,HS-grad,Married-civ-spouse,Craft-repair,<=50K,1
Private,Some-college,Married-civ-spouse,Handlers-cleaners,<=50K,1
Private,Bachelors,Married-civ-spouse,Exec-managerial,>50K,0
Private,Bachelors,Married-civ-spouse,Exec-managerial,<=50K,1
Self-emp-not-inc,HS-grad,Married-civ-spouse,Transport-moving,<=50K,1
Private,5th-6th,Married-civ-spouse,Handlers-cleaners,<=50K,1
Private,Assoc-acdm,Never-married,Machine-op-inspct,<=50K,1
Private,HS-grad,Married-civ-spouse,Machine-op-inspct,>50K,0
Local-gov,Prof-school,Married-civ-spouse,Adm-clerical,>50K,0
Private,Some-college,Widowed,Adm-clerical,<=50K,1
Private,HS-grad,Married-civ-spouse,Transport-moving,>50K,0
Private,Some-college,Married-civ-spouse,Craft-repair,>50K,0
Self-emp-not-inc,11th,Married-civ-spouse,Farming-fishing,<=50K,1
Federal-gov,Bachelors,Married-civ-spouse,Prof-specialty,>50K,0
Private,Bachelors,Married-civ-spouse,Prof-specialty,>50K,0
Private,11th,Divorced,Adm-clerical,<=50K,1
Local-gov,Bachelors,Married-civ-spouse,Protective-serv,>50K,0
Private,Masters,Married-civ-spouse,Sales,>50K,0
Private,5th-6th,Separated,Farming-fishing,<=50K,1
Private,HS-grad,Never-married,Exec-managerial,<=50K,1
Private,HS-grad,Married-civ-spouse,Sales,<=50K,1
Local-gov,Masters,Never-married,Prof-specialty,<=50K,1
Private,Some-college,Widowed,Exec-managerial,<=50K,1
State-gov,Some-college,Never-married,Protective-serv,<=50K,1
Private,5th-6th,Married-spouse-absent,Sales,<=50K,1
Private,HS-grad,Married-civ-spouse,Craft-repair,<=50K,1
Private,Some-college,Never-married,Sales,<=50K,1
?,1st-4th,Separated,?,<=50K,1
Private,HS-grad,Never-married,Machine-op-inspct,<=50K,1
?,10th,Separated,?,<=50K,1
Local-gov,Bachelors,Married-spouse-absent,Prof-specialty,<=50K,1
Private,HS-grad,Never-married,Machine-op-inspct,<=50K,1
Private,HS-grad,Married-civ-spouse,Machine-op-inspct,<=50K,1
Private,HS-grad,Married-civ-spouse,Craft-repair,<=50K,1
Local-gov,HS-grad,Never-married,Protective-serv,<=50K,1
Private,Some-college,Never-married,Other-service,<=50K,1
Private,HS-grad,Married-civ-spouse,Machine-op-inspct,<=50K,1
Private,9th,Separated,Other-service,<=50K,1
Private,HS-grad,Married-civ-spouse,Sales,<=50K,1
Private,Some-college,Never-married,Handlers-cleaners,<=50K,1
Private,Doctorate,Married-civ-spouse,Prof-specialty,>50K,0
Local-gov,Some-college,Married-civ-spouse,Transport-moving,<=50K,1
Private,Some-college,Divorced,Adm-clerical,<=50K,1
Private,HS-grad,Married-civ-spouse,Machine-op-inspct,<=50K,1
Private,9th,Never-married,Transport-moving,<=50K,1
Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,<=50K,1
Private,Bachelors,Never-married,Prof-specialty,<=50K,1
Private,Bachelors,Never-married,Adm-clerical,<=50K,1
State-gov,Prof-school,Married-civ-spouse,Prof-specialty,>50K,0
Private,7th-8th,Never-married,Other-service,<=50K,1
Private,Masters,Never-married,Prof-specialty,<=50K,1
Private,HS-grad,Separated,Adm-clerical,<=50K,1
?,5th-6th,Married-civ-spouse,?,<=50K,1
Private,Some-college,Divorced,Exec-managerial,<=50K,1
Local-gov,Some-college,Married-civ-spouse,Protective-serv,>50K,0
Private,HS-grad,Married-spouse-absent,Other-service,<=50K,1
Private,HS-grad,Married-civ-spouse,Craft-repair,<=50K,1
?,7th-8th,Married-civ-spouse,?,<=50K,1
?,Some-college,Never-married,?,<=50K,1
Self-emp-not-inc,Bachelors,Never-married,Protective-serv,<=50K,1
Private,HS-grad,Widowed,Adm-clerical,<=50K,1
Private,11th,Divorced,Machine-op-inspct,<=50K,1
Private,HS-grad,Never-married,Farming-fishing,<=50K,1
Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,>50K,0
Private,Bachelors,Married-civ-spouse,Exec-managerial,>50K,0
Private,HS-grad,Married-civ-spouse,Craft-repair,<=50K,1
?,Some-college,Never-married,?,<=50K,1
Private,Assoc-acdm,Married-civ-spouse,Craft-repair,>50K,0
Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,>50K,0
Private,Masters,Married-civ-spouse,Craft-repair,>50K,0
Private,7th-8th,Married-civ-spouse,Farming-fishing,<=50K,1
Local-gov,HS-grad,Married-civ-spouse,Craft-repair,<=50K,1
Private,Some-college,Divorced,Machine-op-inspct,<=50K,1
Private,HS-grad,Married-civ-spouse,Craft-repair,>50K,0
Local-gov,Bachelors,Never-married,Prof-specialty,<=50K,1
?,12th,Never-married,?,<=50K,1
Private,10th,Divorced,Other-service,<=50K,1
State-gov,Masters,Married-civ-spouse,Prof-specialty,>50K,0
Private,Bachelors,Married-civ-spouse,Adm-clerical,>50K,0
Private,HS-grad,Separated,Sales,<=50K,1
Federal-gov,Masters,Never-married,Tech-support,<=50K,1
State-gov,Doctorate,Married-civ-spouse,Prof-specialty,>50K,0
Self-emp-not-inc,Some-college,Married-civ-spouse,Exec-managerial,<=50K,1
Private,HS-grad,Married-civ-spouse,Handlers-cleaners,<=50K,1
?,Some-college,Never-married,?,<=50K,1
Private,HS-grad,Married-civ-spouse,Handlers-cleaners,<=50K,1
Private,HS-grad,Divorced,Exec-managerial,>50K,0
Private,HS-grad,Divorced,Prof-specialty,<=50K,1
State-gov,Masters,Never-married,Exec-managerial,<=50K,1
Private,Some-college,Divorced,Transport-moving,<=50K,1
Private,HS-grad,Widowed,Machine-op-inspct,<=50K,1
Private,HS-grad,Married-civ-spouse,Craft-repair,<=50K,1
Private,HS-grad,Married-civ-spouse,Tech-support,<=50K,1
Private,Assoc-acdm,Married-civ-spouse,Exec-managerial,>50K,0
State-gov,Bachelors,Never-married,Prof-specialty,<=50K,1
Private,HS-grad,Married-civ-spouse,Other-service,<=50K,1
Self-emp-inc,Some-college,Married-civ-spouse,Prof-specialty,<=50K,1
Self-emp-inc,HS-grad,Never-married,Exec-managerial,>50K,0
Private,HS-grad,Married-civ-spouse,Machine-op-inspct,<=50K,1
Private,Some-college,Married-civ-spouse,Sales,>50K,0
Local-gov,HS-grad,Married-civ-spouse,Craft-repair,>50K,0
?,7th-8th,Divorced,?,<=50K,1
Private,10th,Never-married,Other-service,<=50K,1
Private,HS-grad,Married-civ-spouse,Adm-clerical,>50K,0
Private,12th,Married-civ-spouse,Priv-house-serv,<=50K,1
Private,11th,Never-married,Sales,<=50K,1
Private,Bachelors,Married-civ-spouse,Transport-moving,>50K,0
Private,11th,Married-civ-spouse,Craft-repair,>50K,0
Private,HS-grad,Married-civ-spouse,Transport-moving,<=50K,1
Local-gov,Masters,Married-civ-spouse,Exec-managerial,>50K,0
Private,10th,Married-spouse-absent,Protective-serv,<=50K,1
Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,>50K,0
Private,HS-grad,Married-civ-spouse,Machine-op-inspct,<=50K,1
Private,Masters,Divorced,Prof-specialty,<=50K,1
Private,HS-grad,Never-married,Machine-op-inspct,<=50K,1
Private,Bachelors,Married-civ-spouse,Prof-specialty,<=50K,1
Private,HS-grad,Divorced,Tech-support,<=50K,1
Private,HS-grad,Married-civ-spouse,Craft-repair,<=50K,1
Private,Bachelors,Married-civ-spouse,Exec-managerial,>50K,0
Private,Assoc-acdm,Never-married,Exec-managerial,<=50K,1
Self-emp-inc,Assoc-voc,Married-civ-spouse,Craft-repair,>50K,0
Private,HS-grad,Never-married,Craft-repair,<=50K,1
Private,HS-grad,Married-civ-spouse,Transport-moving,>50K,0
Private,Some-college,Married-civ-spouse,Transport-moving,<=50K,1
Private,7th-8th,Married-spouse-absent,Machine-op-inspct,<=50K,1
Private,11th,Married-spouse-absent,Machine-op-inspct,<=50K,1
Federal-gov,HS-grad,Married-civ-spouse,Farming-fishing,>50K,0
Private,Prof-school,Never-married,Prof-specialty,>50K,0
Private,HS-grad,Married-civ-spouse,Transport-moving,>50K,0
Private,HS-grad,Never-married,Transport-moving,<=50K,1
Private,Prof-school,Married-civ-spouse,Prof-specialty,>50K,0
Private,Some-college,Married-civ-spouse,Craft-repair,>50K,0
Private,Some-college,Never-married,Adm-clerical,<=50K,1
Self-emp-not-inc,Bachelors,Married-civ-spouse,Transport-moving,<=50K,1
Private,HS-grad,Married-civ-spouse,Sales,>50K,0
Private,HS-grad,Married-civ-spouse,Sales,>50K,0
Private,Some-college,Never-married,Other-service,<=50K,1
Self-emp-not-inc,Some-college,Married-civ-spouse,Other-service,>50K,0
Private,11th,Married-civ-spouse,Craft-repair,<=50K,1
Private,HS-grad,Divorced,Sales,<=50K,1
Private,Some-college,Never-married,Prof-specialty,<=50K,1
Self-emp-inc,Assoc-voc,Widowed,Sales,>50K,0
Private,HS-grad,Never-married,Craft-repair,<=50K,1
Private,11th,Never-married,Farming-fishing,<=50K,1
Private,Bachelors,Never-married,Exec-managerial,<=50K,1
Private,HS-grad,Married-civ-spouse,Handlers-cleaners,<=50K,1
